date,yclose-cPOC,yclose_cVAH,yclose_cVAL,yclose_cLVN,cVAH_cPOC,cPOC_cVAL,maxhD5_yclose,yclose_minlD5,close_POC,close_cPOC,close_VAH,close_cVAH,close_VAL,close_cVAL,close_LVN,close_cLVN,dH_maxhD5,dL_minlD5,close_yclose,open_yclose,nextClose_nextOpen,nextClose_close
20170615,12.64285714,-0.242857143,60.96428571,28.75,12.88571429,48.32142857,39.4,73.35,0.16,31.89285714,-28.22571429,19.00714286,0.16,80.21428571,25.70714286,48,19,32.4,19.25,22.55,-47.95,-84.85
20170616,-14.29285714,-59.20714286,0.678571429,4.421428571,44.91428571,14.97142857,84.95,46.05,23.58,-16.84285714,17.94,-61.75714286,34.86,-1.871428571,21.7,1.871428571,-76,-10.8,-2.55,8.9,-100.85,-114.35
20170619,-86.86285714,-119.2742857,-46.34857143,-30.14285714,32.41142857,40.51428571,124,17.8,71.81,-70.56285714,56.17,-102.9742857,99.18,-30.04857143,52.26,-13.84285714,-99.1,-94.15,16.3,23,-0.85,-105.8
20170620,-166.5414286,-200.2485714,-92.38571429,-45.19571429,33.70714286,74.15571429,201.85,34.1,-11.6,-186.6914286,-26.45714286,-220.3985714,-1.2,-112.5357143,-5.657142857,-65.34571429,-192,-8.05,-20.15,-10.8,-19.25,12
20170621,-138.9857143,-215.6714286,-27.44285714,-55.32857143,76.68571429,111.5428571,213.5,30.5,-25,-111.4857143,-30,-188.1714286,15,0.057142857,-32.5,-27.82857143,-131.1,25.4,27.5,22.75,21.95,-14.8
20170622,-3.028571429,-100.6285714,24.85714286,-58.8,97.6,27.88571429,210,34,-11.47285714,-35.02857143,-24.76714286,-132.6285714,-0.394285714,-7.142857143,-20.33571429,-90.8,-186.95,-20.5,-32,-12.75,80.3,154
20170623,9.414285714,-44.44285714,36.34285714,-49.82857143,53.85714286,26.92857143,124.8,63.7,-51.83,51.56428571,-62.79,-2.292857143,-35.39,78.49285714,-27.17,-7.678571429,-5.35,87.25,42.15,32.5,-3.4,62.65
20170627,119.8985714,72.80285714,146.0628571,62.33714286,47.09571429,26.16428571,6.65,176.5,-2.122857143,116.0985714,-15.96571429,69.00285714,10.33571429,142.2628571,11.72,58.53714286,8.9,143.6,-3.8,-4.6,11.05,23
20170628,110.7814286,12.01285714,160.1657143,33.96142857,98.76857143,49.38428571,23.55,168.5,-14.69285714,114.8314286,-16.75,16.06285714,-7.492857143,164.2157143,-2.35,38.01142857,7.45,163.5,4.05,16.15,15,43.95
20170629,8.5,-2.9,99.7,59.8,11.4,91.2,3.8,195.7,-30.56571429,9.15,-39.18714286,-2.25,-16.77142857,100.35,-9.874285714,60.45,51.9,191.05,0.65,5.8,14,20.15
20170630,28.60571429,-14.49142857,121.9828571,150.7142857,43.09714286,93.37714286,34.9,216.5,-11.11,12.25571429,-17.59,-30.84142857,-4.63,105.6328571,-12.19,134.3642857,-20.85,192.75,-16.35,-14,74.2,122.7
20170703,30.05,1.91,67.57,81.64,28.14,37.52,34.9,129.25,-11.02857143,67.1,-74.17857143,38.96,1,104.62,-35.825,118.69,90.6,149.5,37.05,32.15,-9.05,87.55
20170704,137.7785714,98.09857143,166.1214286,81.09285714,39.68,28.34285714,19.15,179.25,-19.27142857,155.5285714,-26.18571429,115.8485714,-6.825714286,183.8714286,-2.677142857,98.84285714,35.5,185.5,17.75,27.3,26.65,36.55
20170705,113.6857143,58.65714286,168.7142857,101.4571429,55.02857143,55.02857143,36.4,177.6,3.161428572,125.4357143,-6.85,70.40714286,10.67,180.4642857,-5.598571428,113.2071429,1,171.2,11.75,9.4,13.35,81.15
20170706,22.33714286,-4.441428571,150.8742857,65.18285714,26.77857143,128.5371429,1.35,186.1,-5.565714286,61.68714286,-9.611428571,34.90857143,3.537142857,190.2242857,-11.63428571,104.5328571,62.9,214.95,39.35,43.5,-3.95,35.05
20170707,81.58571429,-3.665714286,117.1071429,124.2114286,85.25142857,35.52142857,7.4,241.25,6.461428572,85.93571429,2.27,0.684285714,19.03571429,121.4571429,-1.921428571,128.5614286,14.1,213.85,4.35,21.5,-13.7,22.6
20170710,28.05,9.3,96.8,71.8,18.75,68.75,3.95,214.8,-1.354285714,40,-7.242857143,21.25,-1.354285714,108.75,5.842857143,83.75,22,217.85,11.95,23.1,-20.7,-62.5
20170711,37.49,-17.63,101.09,79.89,55.12,63.6,16.55,131.85,16.36571429,15.04,-6.64,-40.08,16.36571429,78.64,26.82285714,57.44,-23.8,51.4,-22.45,-39.25,47.8,33.05
20170712,-21.1,-65.98,11.54,15.62,44.88,32.64,76.5,66.3,-13.08571429,-1.6,-18.19428571,-46.48,-4.571428571,31.04,-38.62857143,35.12,-4,79.2,19.5,22.75,-40.9,14.85
20170713,37.36428571,31.82142857,56.76428571,65.07857143,5.542857143,19.4,5.95,91.05,11.90857143,34.61428571,-7.797142857,29.07142857,33.40571429,54.01428571,17.28285714,62.32857143,0,34.3,-2.75,4.7,11.2,-9.05
20170714,1.164285714,-12.69285714,20.56428571,28.87857143,13.85714286,19.4,42.15,54.85,-17.56,8.864285714,-22.5,-4.992857143,7.14,28.26428571,36.78,36.57857143,-9.25,1.3,7.7,13.2,36.6,66.95
20170717,25.56428571,-2.15,42.19285714,11.70714286,27.71428571,16.62857143,17.75,79.25,-40.89571429,33.26428571,-44.30428571,5.55,-27.26142857,49.89285714,-5.105714286,19.40714286,44.8,82.15,7.7,13.65,-12.75,53.7
20170718,76.01428571,43.60285714,92.22,23.34571429,32.41142857,16.20571429,12.3,129.5,19.41428571,93.01428571,6.842857143,60.60285714,21.92857143,109.22,0.557142857,40.34571429,21.05,118.85,17,23.9,55.15,51.9
20170719,11.93857143,-11.14,81.17428571,35.01714286,23.07857143,69.23571429,22.2,139.35,-30.41857143,10.33857143,-32.35571429,-12.74,-11.04714286,79.57428571,-26.54428571,33.41714286,37.15,130.9,-1.6,2.6,-20,51.35
20170720,67.01428571,-1.111428571,118.1085714,89.72285714,68.12571429,51.09428571,1.6,197.1,-17.51142857,87.71428571,-51.42285714,19.58857143,-14.42857143,138.8085714,0.985714286,110.4228571,85.9,176.7,20.7,12,27.5,-12.1
20170721,61.4,-11.78285714,110.1885714,-19.91428571,73.18285714,48.78857143,95.5,189.1,-11.58571429,46.9,-22.43714286,-26.28285714,-4.351428571,95.68857143,-18.82,-34.41428571,-64.6,156.7,-14.5,-10.9,65.25,95.6
20170724,78.53571429,14.5,84.35714286,-8.785714286,64.03571429,5.821428571,78.9,124.85,-29.82,91.53571429,-34.16,27.5,-14.63,97.35714286,-3.78,4.214285714,-3.7,124.1,13,-0.75,32.35,95.35
20170725,32.77142857,-10.18428571,109.1371429,47.09,42.95571429,76.36571429,14.4,152.65,0.822857143,49.27142857,-8.157142857,6.315714286,4.671428572,125.6371429,-12.00571429,63.59,32,154.15,16.5,11.5,-68,-39
20170726,77.10428571,13.43571429,124.8557143,98.32714286,63.66857143,47.75142857,2.55,183.15,16.82857143,72.75428571,9.057142857,9.085714286,24.6,120.5057143,22.65714286,93.97714286,-0.9,116.8,-4.35,1.65,-42.25,-104.15
20170727,-47.52285714,-56.66,11.86857143,25.57428571,9.137142857,59.39142857,68.9,91,17.23571429,-42.47285714,8.107142857,-51.61,26.36428571,16.91857143,39.14428571,30.62428571,-62,34,5.05,0.1,82.6,25
20170728,-30.28142857,-80.53571429,38.24714286,-53.12428571,50.25428571,68.52857143,111.05,48.85,-1.485714286,-33.43142857,-28.67857143,-83.68571429,4.557142857,35.09714286,-35.425,-56.27428571,-25.9,28.25,-3.15,-10.4,-13.4,49.9
20170731,41.70571429,-7.192857143,79.32,11.61428571,48.89857143,37.61428571,38.85,92.8,-5.814285714,33.45571429,-9.2,-15.44285714,-0.171428571,71.07,0.957142857,3.364285714,-30.9,61.25,-8.25,-12.05,-76.8,-98.5
20170801,-25.12,-51.45,16.25571429,-6.312857143,26.33,41.37571429,64.3,67.35,69.84142857,-14.57,57.29285714,-40.9,99.12142857,26.80571429,64.45,4.237142857,-45,-59.75,10.55,-4.5,-65.45,-183.85
20170802,-108.5285714,-130.3,-43.21428571,-81.31428571,21.77142857,65.31428571,144.7,45.8,1.592857143,-149.1785714,-9.378571428,-170.95,8.175714286,-83.86428571,10.37,-121.9642857,-160,-46.3,-40.65,-26.55,-17,-85.65
20170803,-199.6371429,-205.6885714,-102.8142857,-108.8657143,6.051428571,96.82285714,211.7,0.1,3.898571429,-224.9371429,-26.02,-230.9885714,7.222857143,-128.1142857,23.84428571,-134.1657143,-204.1,-108.65,-25.3,-17.3,-39.15,-149.4
20170804,-92.57285714,-239.0642857,-65.10571429,-55.95,146.4914286,27.46714286,246,74.45,-21.12,-210.5728571,-28.82571429,-357.0642857,9.702857143,-183.1057143,-3.14,-173.95,-324,-93.45,-118,-101.25,30.75,49
20170807,-379.7542857,-379.7542857,-157.78,-76,0,221.9742857,381.4,27.5,-35.74285714,-333.4542857,-44.47142857,-333.4542857,-23.52285714,-111.48,-30.50571429,-29.7,-281.2,66.6,46.3,40.65,77.6,123.1
20170808,-162.52,-230.2,-4.6,-61,67.68,157.92,295.9,98.9,-48.45285714,-146.27,-86.11,-213.95,11.79857143,11.65,-25.85857143,-44.75,-194.9,68.1,16.25,20.4,-13.9,88.75
20170809,-61.68285714,-77.62,97.68857143,-21.84,15.93714286,159.3714286,82,196.9,-23,-63.68285714,-33.01142857,-79.62,-9.651428571,95.68857143,10.37142857,-23.84,-49,171.5,-2,20.9,-19.3,-55.3
20170810,93.98571429,15.16285714,159.6714286,61.14285714,78.82285714,65.68571429,26,203.9,11.04571429,38.98571429,4.634285714,-39.83714286,34.55428571,104.6714286,21.73142857,6.142857143,-71,84.1,-55,-45,-105.75,-94.8
20170811,29.68571429,-22.86285714,95.37142857,-36,52.54857143,65.68571429,90.3,139.6,32.2,41.98571429,6.4,-10.56285714,72.74285714,107.6714286,2.714285714,-23.7,-56,44.9,12.3,20.25,-16.5,-68
20170814,-56.65714286,-109.5142857,-24.94285714,-125.3714286,52.85714286,31.71428571,175.8,9.2,16.28,-8.857142857,-3.048571429,-61.71428571,25.94428571,22.85714286,24.01142857,-77.57142857,-102.55,14.8,47.8,46.3,48.1,47.1
20170816,-26.85714286,-79.71428571,15.42857143,-95.57142857,52.85714286,42.28571429,146,39,-0.578571429,-1.857142857,-7.2,-54.71428571,10.45714286,40.42857143,-18.23571429,-70.57142857,-65.75,42,25,17,7.9,60.9
20170817,38.24285714,1.242857143,75.24285714,-30.47142857,37,37,80.9,104.1,3.331428571,47.14285714,-11.60857143,10.14285714,5.465714286,84.14285714,-3.071428572,-21.57142857,-50.5,97.15,8.9,12.9,9.25,47
20170818,61.4,22.97142857,99.82857143,42.18571429,38.42857143,38.42857143,9.6,124.9,-18.71857143,76.5,-23.43714286,38.07142857,-10.85428571,114.9285714,-21.86428571,57.28571429,49.85,129.3,15.1,25.85,-85.05,-101.05
20170821,102.3128571,39.10714286,139.1828571,23.30571429,63.20571429,36.87,24.35,160,72.16142857,60.06285714,25.38714286,-3.142857143,80.41571429,96.93285714,52.90142857,-18.94428571,-60.35,27.7,-42.25,-36,29.85,7.35
20170822,-73.86,-93.23714286,-1.195714286,-39.95,19.37714286,72.66428571,145.4,24.15,-50.43428571,-15.21,-62.82857143,-34.58714286,-29.77714286,57.45428571,-44.23714286,18.7,-20.55,76.7,58.65,56.3,14,32.4
20170823,-33.60714286,-47.03428571,33.52857143,46.95571429,13.42714286,67.13571429,59.25,97.4,9.364285714,-37.05714286,-5.658571428,-50.48428571,17.55857143,30.07857143,1.17,43.50571429,-36.35,72.5,-3.45,-9.1,55.7,124.35
20170824,-28.70714286,-33.18285714,20.52571429,11.57428571,4.475714286,49.23285714,54.35,102.3,-44.52571429,28.79285714,-55.99714286,24.31714286,-37.64285714,78.02571429,-30.76,69.07428571,78.5,154.85,57.5,60.3,-89.5,-23
20170828,84.38857143,70.95142857,165.0114286,44.07714286,13.43714286,80.62285714,16.85,218.3,14.10714286,66.63857143,-10.29285714,53.20142857,66.39285714,147.2614286,59.42142857,26.32714286,-8.85,104.3,-17.75,8,30,-8.25
20170829,-71.01571429,-97.89,43.2,-30.70428571,26.87428571,114.2157143,98.35,136.8,-23.50714286,-53.01571429,-33.04285714,-79.89,-10.15714286,61.2,-31.13571429,-12.70428571,-35.85,132.55,18,25.5,18.35,6.4
20170830,-12.25714286,-36.73571429,75.86571429,31.80428571,24.47857143,88.12285714,42.85,128.5,-22.08,-75.25714286,-33.6,-99.73571429,-11.84,12.86571429,-23.36,-31.19571429,-63.1,63.45,-63,-49.45,-5.4,40.85
20170831,-47.45714286,-52.10428571,26.89714286,8.308571429,4.647142857,74.35428571,73.95,88.7,9.35,-26.00714286,-0.65,-30.65428571,13.35,48.34714286,1.35,29.75857143,-35.85,91.8,21.45,14.35,-27.5,-19.15
20170901,-6.704285714,-21.65857143,34.42,4.511428571,14.95428571,41.12428571,65,65.85,13.54,8.395714286,8.65,-6.558571429,34.73,49.52,5.39,19.61142857,-39.85,33.95,15.1,20.85,28.45,56.05
20170904,-9,-26.42857143,11.91428571,22.37142857,17.42857143,20.91428571,62.8,59.2,-32.78571429,49.7,-45.63571429,32.27142857,-1.578571429,70.61428571,-5.25,81.07142857,40.5,98.25,58.7,49.35,49.9,100
20170905,64.11714286,52.15571429,96.01428571,12.28428571,11.96142857,31.89714286,25.5,114.05,-24.87714286,83.11714286,-62.59285714,71.15571429,-18.22142857,115.0142857,-29.31428571,31.28428571,64.85,126.75,19,31,-8.1,53.9
20170906,147.7,71.78,188.58,112.66,75.92,40.88,9.45,194.95,-26.15428571,139.8,-41.4,63.88,-20.43714286,180.68,-14.72,104.76,30.35,168.05,-7.9,0.1,29.65,20
20170907,136.8285714,28.15,168.7928571,34.54285714,108.6785714,31.96428571,47.8,175.95,6.794285714,147.9285714,-15.64571429,39.25,11.60285714,179.8928571,-7.631428571,45.64285714,-1.25,166.4,11.1,-9.55,17.75,-10.2
20170908,48.25,-28.46428571,80.21428571,54.64285714,76.71428571,31.96428571,27.7,196.05,2.885714286,15.25,-4.817142857,-61.46428571,14.44,47.21428571,-16.37142857,21.64285714,-12.3,144.05,-33,-36.95,38.9,96.9
20170911,16.00428571,-38.66428571,29.67142857,6.892857143,54.66857143,13.66714286,46.9,112.55,-14.88,83.00428571,-16.27428571,28.33571429,-9.302857143,96.67142857,0.4,73.89285714,44.1,154.75,67,44.2,-6.25,4.55
20170912,3.237142857,-9.8,94.49714286,16.27428571,13.03714286,91.26,7.9,144.2,7.991428571,-10.11285714,-1.735714286,-23.15,10.64428571,81.14714286,1.801428571,2.924285714,-9.8,111.35,-13.35,-5.3,-1,1.45
20170913,-10.54714286,-17.62142857,63.73285714,17.75,7.074285714,74.28,19.45,104.35,13.75142857,-2.597142857,8.421428572,-9.671428571,16.79714286,71.68285714,11.46714286,25.7,-7.15,90,7.95,0.65,-13.75,-39.3
20170914,6.788571429,-21.50857143,52.77142857,24.47428571,28.29714286,45.98285714,19.8,104,53.92,-1.861428571,24.82,-30.15857143,65.56,44.12142857,7.36,15.82428571,-14.3,7.65,-8.65,-17.25,-109.95,-185.15
20170915,-24.21142857,-48.97142857,18.23428571,7.622857143,24.76,42.44571429,50.8,73,50.34,-80.71142857,25.28,-105.4714286,64.66,-38.26571429,21.7,-48.87714286,-89.8,-91.3,-56.5,-52.85,-85.2,-201.7
20170918,-189.8114286,-214.3942857,-140.6457143,-116.0628571,24.58285714,49.16571429,213.6,1.5,77.46571429,-209.0114286,48.17428571,-233.5942857,81.12714286,-159.8457143,26.20571429,-135.2628571,-219.55,-132.6,-19.2,-10.2,-5.95,-100
20170919,-288.05,-307.51,-151.83,-73.99,19.46,136.22,301.85,38.7,5.238571429,-303.4,-24.25285714,-322.86,12.04428571,-167.18,-8.372857143,-89.34,-277.25,-16.1,-15.35,-17.85,44.55,-96.75
20170920,-313.62,-323.81,-38.49,-109.82,10.19,275.13,325.65,31,-32.59,-456.62,-37.30142857,-466.81,-6.677142857,-181.49,-25.52285714,-252.82,-404.2,-130,-143,-132.85,-7.35,82
20170921,-123.7,-274.4,68.1,-192.2,150.7,191.8,406.8,72.7,-19.3,-71.3,-43.21428571,-222,4.614285714,120.5,-32.58571429,-139.8,-293.5,93,52.4,34.65,-28.15,46.75
20170922,-74.14285714,-143.4,52.82857143,-166.4857143,69.25714286,126.9714286,304,100,7.061428572,8.507142857,2.107142857,-60.75,20.27285714,135.4785714,3.758571429,-83.83571429,-203,143.2,82.65,100,78.6,67.25
20170925,-6.15,-29.65714286,33.02857143,48.7,23.50714286,39.17857143,102.4,171.85,-55.62285714,1,-60.97142857,-22.50714286,-42.25142857,40.17857143,-28.88,55.85,-15.25,165.4,7.15,-0.55,-16,41
20170926,80.7,14.1,117.7,132.5,66.6,37,9.1,249.9,9.235714286,65.8,-2.07,-0.8,14.88857143,102.8,-11.49142857,117.6,11,204.05,-14.9,-13.9,65.9,66
20170928,-13.28571429,-44.14285714,71.57142857,133.2857143,30.85714286,84.85714286,50,220,-37.93571429,11.71428571,-47.82857143,-19.14285714,-33.97857143,96.57142857,-24.08571429,158.2857143,32.3,233.05,25,15.1,6.8,96
20170929,69.2,3.42,123.02,93.12,65.78,53.82,1.3,208,-8.382857143,99.2,-13.44,33.42,-2.314285714,153.02,-2.314285714,123.12,50.6,224.5,30,33.2,-70.4,-44.4
20171003,108.2028571,54.28,186.0914286,138.16,53.92285714,77.88857143,11.9,197.8,-15,133.2028571,-21.54285714,79.28,17.71428571,211.0914286,27.52857143,163.16,36.1,131.3,25,16,98.95,55.95
20171004,53.76,-54.84571429,72.92571429,15.42857143,108.6057143,19.16571429,102.4,121.2,-14.19571429,94.16,-24.68285714,-14.44571429,-3.708571429,113.3257143,-59.64,55.82857143,33.4,134.65,40.4,36.4,64,172
20171005,79.08857143,66.61142857,191.3828571,147.7128571,12.47714286,112.2942857,0.45,217.9,-45.07,96.18857143,-65.51,83.71142857,-33.39,208.4828571,-12.95,164.8128571,101.8,217.95,17.1,13.05,35.05,121
20171006,153.4842857,111.8914286,220.0328571,103.5728571,41.59285714,66.54857143,25.2,265.95,-13.30285714,201.9342857,-16.95714286,160.3414286,14.10428571,268.4828571,1.314285714,152.0228571,41.75,268.95,48.45,26,15.35,13.55
20171010,220.8428571,70.95428571,279.1328571,120.9171429,149.8885714,58.29,5.9,285.55,1.08,206.7928571,-16.28,56.90428571,3.56,265.0828571,-7.6,106.8671429,10.45,258.5,-14.05,-14.4,18,6
20171011,0.025714286,-17.22571429,181.1657143,120.7857143,17.25142857,181.14,15.4,286.5,-13.4,-30.97428571,-18.26,-48.22571429,10.9,150.1657143,1.18,89.78571429,-19.45,225.75,-31,-27,23.1,-26.9
20171012,6.258571429,-17.42857143,61.52857143,108.9028571,23.68714286,55.27,24.4,251.95,-0.367142857,-65.24142857,-6.484285714,-88.92857143,39.39428571,-9.971428571,36.33571429,37.40285714,-44.75,124.55,-71.5,-72,17,44.55
20171013,-49.64857143,-67.29428571,12.11142857,7.7,17.64571429,61.76,73.3,81.1,-22.27857143,-48.59857143,-31.92142857,-66.24428571,-15.85,13.16142857,-12.63571429,8.75,-27.4,70.75,1.05,4.95,-47,88.85
20171016,1.741428571,-37.29285714,10.41571429,32.10142857,39.03428571,8.674285714,51.35,100.45,45.97857143,98.64142857,22.36714286,59.60714286,57.78428571,107.3157143,4.658571429,129.0014286,79.6,128.1,96.9,114.95,65.2,28.05
20171017,66.73142857,13.84,86.56571429,7.228571429,52.89142857,19.83428571,63,168.4,-12.04,53.73142857,-44.28,0.84,-2.12,73.56571429,-24.44,-5.771428571,3.3,147.9,-13,-8.2,-12.3,83.7
20171018,125.4914286,58.43428571,192.5485714,91.96285714,67.05714286,67.05714286,9.3,225.4,10.30714286,155.9414286,-4.778571429,88.88428571,12.82142857,222.9985714,-6.035714286,122.4128571,35.7,226.4,30.45,26,12.95,17.75
20171023,-9.208571429,-32.38571429,137.58,114.4028571,23.17714286,146.7885714,31.3,239.1,-13.11428571,7.091428571,-17.32,-16.08571429,-7.857142857,153.88,-5.754285714,130.7028571,14.9,248.5,16.3,21.55,-3.35,-3.2
20171024,1.021428571,-11.38714286,112.6985714,50.65571429,12.40857143,111.6771429,11.7,205.45,6.531428572,-17.17857143,-0.12,-29.58714286,15.4,94.49857143,16.50857143,32.45571429,-16.1,162.25,-18.2,-18.05,70.45,98.1
20171025,1.091428572,-34.84,59.48,28.04,35.93142857,58.38857143,33.1,124.1,-53.81,46.04142857,-66.21,10.11,-38.93,104.43,-6.69,72.99,84.55,154.95,44.95,30.85,-6.55,35.7
20171026,104.8642857,73.15714286,161.9371429,130.23,31.70714286,57.07285714,16.35,205.6,5.785714286,90.66428571,-6.707142857,58.95714286,8.057142857,147.7371429,0.107142857,116.03,-16.7,165.5,-14.2,-14.1,19.3,30.1
20171027,83.06428571,-3.005714286,99.45857143,29.78285714,86.07,16.39428571,37,106.45,5.291428571,100.3142857,-10.21714286,14.24428571,14.98428571,116.7085714,20.8,47.03285714,3.45,79.05,17.25,17.25,26.4,9.3
20171030,24.63714286,-3.942857143,98.12857143,65.46571429,28.58,73.49142857,3.9,139,-10.22142857,-16.41285714,-60.79285714,-44.99285714,-5.164285714,57.07857143,-43.09285714,24.41571429,37.1,91.5,-41.05,-36.4,-95.05,-37.9
20171031,13.28571429,-7.285714286,39,54.42857143,20.57142857,25.71428571,51,129,53.77285714,43.73571429,26.99285714,23.16428571,99.68142857,69.45,88.20428571,84.87857143,-15,31.1,30.45,26.1,6.75,-161.45
20171101,-55.49285714,-72.51,-42.73,-17.20428571,17.01714286,12.76285714,119.95,28.95,-7.278571429,-136.9928571,-18.19285714,-154.01,6.364285714,-124.23,-12.73571429,-98.70428571,-150.5,-97.1,-81.5,-68.8,-77.65,-63.7
20171102,-117.5428571,-173.7714286,-89.42857143,-82.4,56.22857143,28.11428571,182,64,26.03,-127.9428571,23.31714286,-184.1714286,39.59428571,-99.82857143,50.44571429,-92.8,-176,-24.95,-10.4,-5.5,-28.55,-106.4
20171103,-201.5614286,-255.7514286,-69.95714286,-162.8542857,54.19,131.6042857,265.15,5.8,9.002857143,-208.4114286,-1.577142857,-262.6014286,18.07142857,-76.80714286,1.445714286,-169.7042857,-252,-33.95,-6.85,-5.1,-36.9,-95
20171106,-83.13142857,-170.2457143,-4.728571429,-144.1114286,87.11428571,78.40285714,298.8,6.1,11.32285714,-110.4314286,4.264285714,-197.5457143,30.14571429,-32.02857143,37.20428571,-171.4114286,-322.25,-99.7,-27.3,-31.3,-45.9,95
20171107,-89.04571429,-211.4914286,-33.38857143,-222.6228571,122.4457143,55.65714286,352,37.6,9.6,102.9542857,-4.2,-19.49142857,14.2,158.6114286,23.4,-30.62285714,-141.75,167.35,192,181.8,20.35,-37
20171110,-46.6,-75.64,47.78,11.48,29.04,94.38,80.6,173.5,-23.64,-54.5,-27.36571429,-83.54,-8.737142857,39.88,-6.874285714,3.58,-37.5,151.4,-7.9,-1.25,2.8,60.6
20171113,7.44,-56.29285714,64.09142857,28.68428571,63.73285714,56.65142857,55.25,192.6,-25.68571429,44.44,-31.62857143,-19.29285714,-6.371428571,101.0914286,-10.82857143,65.68428571,16.2,212.05,37,30.8,-23.3,5
20171114,0.84,-36.88142857,98.91571429,61.19428571,37.72142857,98.07571429,37.85,226.2,22.97142857,34.24,11.48571429,-3.481428571,38.28571429,132.3157143,49.77142857,94.59428571,-1.45,195.6,33.4,31.7,1.7,-14.9
20171115,1.695714286,-28.48142857,46.96142857,69.59428571,30.17714286,45.26571429,29.45,234.6,-15.46428571,-4.054285714,-24.48142857,-34.23142857,2.57,41.21142857,13.84142857,63.84428571,-0.45,184.7,-5.75,8.4,51.25,63.25
20171117,9.518571428,-13.01142857,28.83,70.67142857,22.53,19.31142857,19.35,93.3,-32.9,11.41857143,-41.15,-11.11142857,-24.65,30.73,-29.6,72.57142857,34.55,89.45,1.9,-3.85,42.75,50.8
20171120,54.62,29.38571429,100.8828571,25.18,25.23428571,46.26285714,6.5,140.7,1.428571429,8.12,-2.714285714,-17.11428571,9.714285714,54.38285714,-4.785714286,-21.32,1.5,76.2,-46.5,-37.45,-17.35,2.65
20171121,53.28571429,36.8,76.36571429,30.20571429,16.48571429,23.08,2.7,112.7,-6.344285714,28.53571429,-17.96714286,12.05,3.341428572,51.61571429,11.09,5.455714286,2.5,50.1,-24.75,-31.8,-44.35,-44
20171122,5.187142857,-28.49857143,35.50428571,-18.39285714,33.68571429,30.31714286,54.35,63.55,-7.421428571,21.53714286,-13.42571429,-12.14857143,6.588571429,51.85428571,32.60714286,-2.042857143,-17.6,30.25,16.35,24.75,-95.4,-164.2
20171123,-17.78142857,-51.46714286,-7.675714286,-27.88714286,33.68571429,10.10571429,73.95,43.95,34.55,-60.28142857,16.12142857,-93.96714286,40.69285714,-50.17571429,68.33571429,-70.38714286,-104,-93.6,-42.5,-32.85,-145.25,-167.8
20171124,-180,-192.0857143,-143.7428571,-125.6142857,12.08571429,36.25714286,202.2,9.3,44.65714286,-112.8,-4.028571429,-124.8857143,54.39428571,-76.54285714,83.60571429,-58.41428571,-119.55,-78.45,67.2,63.2,-1.75,-127
20171127,-261.3128571,-286.1657143,-145.3328571,-203.3228571,24.85285714,115.98,284.25,5.7,-8.862857143,-235.3628571,-25.19428571,-260.2157143,9.51,-119.3828571,-0.697142857,-177.3728571,-230,-11.5,25.95,24,19.65,-23.7
20171128,-238.3314286,-264.17,-83.3,-40.23571429,25.83857143,155.0314286,262,39.45,8.82,-276.3314286,-3.794285714,-302.17,26.48,-121.3,-13.88571429,-78.23571429,-248.25,-35.1,-38,-39.65,126.85,78.85
20171129,-133.3028571,-169.7542857,21.61571429,-60.4,36.45142857,154.9185714,264.4,54.55,-61.97428571,-187.3028571,-65.95,-223.7542857,-22.21714286,-32.38428571,-57.99857143,-114.4,-192.25,-12.45,-54,-66,69.5,198
20171130,49.85,-41.15,112.85,-13.15,91,63,117.15,127.85,-40.75714286,70,-60.57428571,-21,-38.28,133,-20.94,7,-26.05,132.25,20.15,13.65,34.05,124.95
20171201,135.1985714,43.41857143,200.7557143,69.64142857,91.78,65.55714286,18.45,211,3.945714286,165.4485714,-11.91,73.66857143,12.59428571,231.0057143,-4.702857143,99.89142857,44.2,223.2,30.25,27.9,-67.95,-55.3
20171204,195.6257143,78.34714286,265.9928571,148.7142857,117.2785714,70.36714286,0.7,272.95,25.43,160.2257143,13.53,42.94714286,32.57,230.5928571,11.15,113.3142857,-15.2,175.15,-35.4,-19.05,-13.9,-89.55
20171205,-32.10857143,-86.83857143,108.6257143,69.53285714,54.73,140.7342857,87.7,185.95,-96.78428571,-70.05857143,-104.9357143,-124.7885714,-23.42142857,70.67571429,-68.25428571,31.58285714,-19.9,111.1,-37.95,-24.05,25.5,58.3
20171207,-93.51428571,-109.1514286,-23.14714286,39.40142857,15.63714286,70.36714286,125.65,148,22.03428571,-76.16428571,6.76,-91.80142857,52.58285714,-5.797142857,41.12714286,56.75142857,-55.7,84.3,17.35,32.8,-7.85,111.65
20171208,-36.98,-53.21,33.35,-20.75,16.23,70.33,67.35,122,0.178571429,50.27,-4.707142857,34.04,13.20714286,120.6,9.95,66.5,47.35,179.7,87.25,78.55,208.5,37.2
20171211,35.88,-38.51142857,89.98285714,76.45714286,74.39142857,54.10285714,44,192.7,-304.3971429,-182.72,-315.8214286,-257.1114286,-281.5485714,-128.6171429,-64.48714286,-142.1428571,59.85,-103.3,-218.6,-154.75,47.95,335.6
20171212,36.49857143,-54.89571429,139.3171429,59.34714286,91.39428571,102.8185714,50.1,349.75,2.95,59.19857143,-4.335714286,-32.19571429,10.23571429,162.0171429,-11.62142857,82.04714286,16.15,352.25,22.7,15.3,-1.45,38.1
