date,yclose-cPOC,yclose_cVAH,yclose_cVAL,yclose_cLVN,cVAH_cPOC,cPOC_cVAL,maxhD5_yclose,yclose_minlD5,close_POC,close_cPOC,close_VAH,close_cVAH,close_VAL,close_cVAL,close_LVN,close_cLVN,dH_maxhD5,dL_minlD5,close_yclose,open_yclose,nextClose_nextOpen,nextClose_close
20171213,37.34285714,-10.2,203.7428571,132.4285714,47.54285714,166.4,3,413,-27.03142857,21.54285714,-36.78571429,-26,-12.4,187.9428571,-17.27714286,116.6285714,28.55,387.65,-15.8,-1,-13.4,-0.2
20171214,29.97571429,-33.53142857,93.48285714,131.5871429,63.50714286,63.50714286,34,410.55,4.86,26.32571429,1.255714286,-37.18142857,10.86714286,89.83285714,12.06857143,127.9371429,-19.55,382.95,-3.65,-0.15,46.4,39.6
20171215,-8.977142857,-34.38,29.12714286,181.5442857,25.40285714,38.10428571,47.55,397,-26.88285714,1.022857143,-31.91428571,-24.38,-18.49714286,39.12714286,-10.11142857,191.5442857,10.15,396,10,3.1,-29.7,12.3
20171218,35.40857143,9.425714286,61.39142857,165.3228571,25.98285714,25.98285714,8.2,446.5,9.742857143,40.90857143,-1.631428571,14.92571429,13.53428571,66.89142857,2.16,170.8228571,25.75,414.1,5.5,2.5,54.35,44
20171219,-14.78571429,-33.1,18.18,-11.12285714,18.31428571,32.96571429,61.15,67.05,-13.75714286,31.41428571,-25.07142857,13.1,-10.92857143,64.38,7,35.07714286,27.55,56.75,46.2,22.35,-50,-35.5
20171220,62.51857143,44.65428571,94.67428571,37.50857143,17.86428571,32.15571429,12,113.05,-6.37,50.46857143,-12.64,32.60428571,-2.19,82.62428571,24.025,25.45857143,-11.5,40.4,-12.05,-16,-57.8,-80.6
20171221,-60.64714286,-67.79285714,0.091428571,-28.49142857,7.145714286,60.73857143,78,47.05,45.2,-35.44714286,30.2,-42.59285714,50.2,25.29142857,62.7,-3.291428571,-44,-6.45,25.2,31.15,-18.25,-43.2
20171222,-86.70714286,-94.22142857,-26.59285714,-52.89285714,7.514285714,60.11428571,104.65,26.85,-19.09428571,-52.85714286,-36.46428571,-60.37142857,3.238571429,7.257142857,15.64571429,-19.04285714,-24.6,20.05,33.85,26.9,36.75,37.8
20171228,-78.05714286,-85.57142857,-25.45714286,-51.75714286,7.514285714,52.6,96,35.5,-14.10285714,-70.05714286,-22.49142857,-77.57142857,4.771428571,-17.45714286,-26.68571429,-43.75714286,-31.25,26.85,8,26.25,28.2,98.2
20171229,-15.05714286,-22.57142857,48.81428571,11.24285714,7.514285714,63.87142857,33,98.5,-16.2,-5.057142857,-20.1,-12.57142857,-5.8,58.81428571,-18.8,21.24285714,14,100,10,15,2.85,81
20180101,23.21428571,6.585714286,89.72857143,89.72857143,16.62857143,66.51428571,3.8,141.7,-11.29714286,60.61428571,-15.34857143,43.98571429,-8.258571428,127.1285714,-1.168571428,127.1285714,57.9,167.95,37.4,44.95,-3.75,25.8
20180102,-3.102857143,-14.72571429,136.3714286,118.9371429,11.62285714,139.4742857,13.9,189.5,2.618571428,15.94714286,0.064285714,4.324285714,16.66714286,155.4214286,10.28142857,137.9871429,17.05,175.75,19.05,19.15,-8.8,-9.9
20180103,14.47428571,-14.15428571,123.2628571,100.36,28.62857143,108.7885714,15.55,184.85,4.605714286,13.07428571,3.137142857,-15.55428571,29.57142857,121.8628571,3.137142857,98.96,-8.95,140.05,-1.4,2.55,29.8,19.75
20180104,3.744285714,-23.91285714,75.65285714,97.77857143,27.65714286,71.90857143,21.8,171.8,-16.71,-7.505714286,-41.54,-35.16285714,-9.07,64.40285714,-28.17,86.52857143,25.4,152.15,-11.25,-5.2,-5.45,60.3
20180105,29.36857143,4.365714286,46.03714286,75.20714286,25.00285714,16.66857143,22.6,123.25,2.662857143,56.61857143,-2.634285714,31.61571429,26.5,73.28714286,15.90571429,102.4571429,12.65,65.8,27.25,29.9,25.5,58.5
20180108,54.18857143,37.32,68.24571429,45.75428571,16.86857143,14.05714286,10.8,87.6,-23.59285714,90.98857143,-37.93571429,74.12,-20.00714286,105.0457143,-2.078571429,82.55428571,79,114.65,36.8,35.8,-31,2
20180109,101.5,66.02,131.9114286,60.2,35.48,30.41142857,28.5,148.9,33.35571429,104.1,6.175714286,68.62,39.18,134.5114286,23.64857143,62.8,-15,94.45,2.6,8.5,94.2,50.85
20180110,79,-7.165714286,114.48,28.31428571,86.16571429,35.48,51,126.4,-26.48142857,57.85,-50.46428571,-28.31571429,-2.498571429,93.33,-34.47571429,7.164285714,31.25,68.75,-21.15,-18.25,-51.5,112.15
20180111,48.39857143,25.20428571,123.78,100.5857143,23.19428571,75.38142857,6.3,196.65,2.31,103.3985714,-9.05,80.20428571,10.83,178.78,27.87,155.5857143,68.2,171.75,55,66.55,96,62.05
20180112,60.96571429,37.72428571,138.4371429,115.1957143,23.24142857,77.47142857,59.45,211.7,-25.9,64.26571429,-33.1,41.02428571,-7.9,141.7371429,-43.9,118.4957143,44.7,189.85,3.3,6,49.5,146.7
20180115,168.3885714,81.71428571,218.9485714,132.2742857,86.67428571,50.56,2.15,250.65,5.692857143,165.3385714,-8.435714286,78.66428571,22.64714286,215.8985714,-28.21571429,129.2242857,64.25,218.15,-3.05,-1.5,96.85,172.15
20180116,111.8314286,21.24571429,211.4757143,184.3,90.58571429,99.64428571,18.4,298.65,-39.90142857,144.6814286,-73.42,54.09571429,-27.71285714,244.3257143,-49.04285714,217.15,112.5,322.9,32.85,24.25,3.1,85.25
20180117,235.8942857,137.7114286,346.35,88.62,98.18285714,110.4557143,9.8,419.75,-17.85,217.2942857,-30.15,119.1114286,-13.75,327.75,-11.7,70.02,20,377.8,-18.6,-6.1,-30.4,4.1
20180118,-10.13285714,-39.34857143,223.5928571,87.25285714,29.21571429,233.7257143,32.8,308.05,6.53,-19.28285714,-8.89,-48.49857143,19.38,214.4428571,-8.89,78.10285714,-13.9,237,-9.15,18.9,-3.05,65.25
20180119,-13.55714286,-50.44285714,152.4285714,78.65714286,36.88571429,165.9857143,44.3,278.45,-54.44571429,27.84285714,-57.46285714,-9.042857143,-33.32571429,193.8285714,-9.188571429,120.0571429,70.7,287.85,41.4,70.65,-26.4,-41.25
20180122,55.44571429,-22.23714286,124.4971429,150.3914286,77.68285714,69.05142857,47.4,254.7,24.11428571,20.29571429,18.29857143,-57.38714286,31.86857143,89.34714286,15.975,115.2414286,-64.6,169.65,-35.15,-41.05,19.7,-44.35
20180123,-14.68142857,-31.59714286,30.42714286,-54.15142857,16.91571429,45.10857143,114.85,82.5,21.61,-20.88142857,1.51,-37.79714286,35.68,24.22714286,11.56,-60.35142857,-107.9,19.1,-6.2,-31.75,-187.35,-323.9
20180124,-23.35714286,-38.63571429,17.38571429,-64.1,15.27857143,40.74285714,126.9,51.35,63.08,-142.5071429,7.807142857,-157.7857143,93.78714286,-101.7642857,112.2114286,-183.25,-235.6,-272.3,-119.15,-130.7,-105.75,-476.3
20180125,-342.88,-420.1171429,-278.5157143,-214.1514286,77.23714286,64.36428571,444.95,5.6,18.1,-518.63,-0.6,-595.8671429,21.84,-454.2657143,48.02,-389.9014286,-598.6,-278.95,-175.75,-171.65,23.3,-6.95
20180129,-625.15,-729.3642857,-416.7214286,-500.0928571,104.2142857,208.4285714,722.35,7.15,-48.87857143,-565.85,-63.16428571,-670.0642857,-31.02142857,-357.4214286,-81.02142857,-440.7928571,-555.35,49.15,59.3,71.4,-93.1,-145.65
20180130,-4.461428571,-498.3871429,33.53285714,-403.4014286,493.9257143,37.99428571,563.05,101.85,47.42714286,-118.4614286,-8.258571429,-612.3871429,108.6814286,-80.46714286,75.27,-517.4014286,-636,-166,-114,-87.95,-54,-103.95
20180131,-199.4428571,-672.0028571,-154.4371429,-109.4314286,472.56,45.00571429,700.8,86.8,-21.39571429,-208.3428571,-45.45142857,-680.9028571,-13.37714286,-163.3371429,-2.685714286,-118.3314286,-651.85,42.2,-8.9,17.1,-16.65,21
20180202,-237.2542857,-614.34,-67.56571429,-161.8371429,377.0857143,169.6885714,610,49.9,10.18,-190.0542857,8.224285714,-567.14,27.78142857,-20.36571429,19.95857143,-114.6371429,-540.15,51.3,47.2,65.65,39.5,-2.7
20180214,-9.871428571,-165.3685714,87.31428571,-107.0571429,155.4971429,97.18571429,241.25,98.9,-5.234285714,-48.07142857,-12.77142857,-203.5685714,0.418571428,49.11428571,-10.88714286,-145.2571429,-234.25,39.95,-38.2,-44,-51.25,214.1
20180215,24.50285714,-33.80857143,34.22142857,-130.9942857,58.31142857,9.718571429,245.75,94.4,49.27571429,253.0028571,35.11142857,194.6914286,54.94142857,262.7214286,23.78,97.50571429,9.45,250.45,228.5,231.65,25,-93
20180219,206.7514286,146.82,216.74,16.96857143,59.93142857,9.988571429,74.8,274.8,-20.27142857,133.7514286,-30.44285714,73.82,-5.014285714,143.74,-12.64285714,-56.03142857,-84.7,175.9,-73,-69.9,-55.95,-49.85
20180220,159.9957143,9.594285714,177.69,89.21857143,150.4014286,17.69428571,119.7,189.95,9.425714286,148.4957143,4.237142857,-1.905714286,27.58571429,166.19,14.61428571,77.71857143,-109.7,109.15,-11.5,-22,-8.95,-147.6
20180221,82.04571429,-77.20285714,99.74,28.96285714,159.2485714,17.69428571,197.65,112,24.54,19.99571429,7.42,-139.2528571,37.38,37.69,20.26,-33.08714286,-244.8,-10.05,-62.05,-72.2,-177.85,-153.7
20180222,2.62,-152.6628571,30.02285714,-88.72285714,155.2828571,27.40285714,278.8,40.9,8.085714286,56.32,-10.25714286,-98.96285714,26.42857143,83.72285714,44.77142857,-35.02285714,-202.7,-97,53.7,43.25,-19.6,-234.2
20180227,-274.54,-381.6914286,-179.2942857,-226.9171429,107.1514286,95.24571429,413.4,3.3,18.45,-285.39,-9.835714286,-392.5414286,32.59285714,-190.1442857,1.478571429,-237.7671429,-385.7,-68,-10.85,-26.3,16.15,18.55
20180228,-322.4571429,-368.1714286,-173.8857143,-93.88571429,45.71428571,148.5714286,374.6,25.4,26.27285714,-275.0071429,5.495714286,-320.7214286,50.51285714,-126.4357143,12.42142857,-46.43571429,-278,0.8,47.45,37.45,-51,-8.2
20180301,34,-169.5714286,66.14285714,-51.71428571,203.5714286,32.14285714,296,79,-20.46285714,57.55,-23.51,-146.0214286,0.867142857,89.69285714,-14.36857143,-28.16428571,-230,38.35,23.55,36.65,101.9,175.5
20180305,-61.26428571,-133.7785714,59.59285714,-77.37857143,72.51428571,120.8571429,217.35,64.65,-12.65714286,38.08571429,-50.76571429,-34.42857143,16.98285714,158.9428571,-29.59428571,21.97142857,6.4,140.2,99.35,111.5,21.7,104
20180306,231.93,100.09,264.89,133.05,131.84,32.96,10.35,278.05,-56.2,216.88,-69.4,85.04,-23.2,249.84,-36.4,118,46.6,219.5,-15.05,-31.75,41.75,15.1
20180307,219.8571429,85.85714286,258.1428571,124.1428571,134,38.28571429,67,268,9.377142857,193.5071429,-1.588571429,59.50714286,28.56714286,231.7928571,6.635714286,97.79285714,-52,187.05,-26.35,-31.65,-31.9,-31.65
20180308,-41.68285714,-60.78,158.8371429,130.1914286,19.09714286,200.52,56.9,277.3,9.115714286,-64.03285714,-8.935714286,-83.13,15.13285714,136.4871429,23.15571429,107.8414286,-60.7,203.3,-22.35,-36.2,-107.15,-287.9
20180309,-34.70142857,-119.4585714,24.62857143,67.00714286,84.75714286,59.33,125,171.65,36.97285714,-178.7014286,17.83714286,-263.4585714,82.89857143,-119.3714286,48.45428571,-76.99285714,-254.05,-91.35,-144,-135,64.95,-62.05
20180312,-275.55,-364.2357143,-220.1214286,-120.35,88.68571429,55.42857143,367.15,20.85,-41.54857143,-300.4,-62.88857143,-389.0857143,-20.20857143,-244.9714286,-56.79142857,-145.2,-305,-23.7,-24.85,-28.85,-7.7,83.2
20180313,-239.4157143,-333.5185714,-15.92142857,-125.2,94.10285714,223.4942857,331.05,80.65,-53.35,-206.9157143,-63.46,-301.0185714,-2.8,16.57857143,-43.24,-92.7,-224.05,69.7,32.5,29.95,-79.85,-75.45
20180314,-219.2685714,-260.3771429,6.828571429,-76.95,41.10857143,226.0971429,256.8,102.9,8.14,-215.4685714,-13.77714286,-256.5771429,62.93285714,10.62857143,-6.471428571,-73.15,-200.15,31.7,3.8,14.65,3.6,-181.8
20180315,-63,-103.1142857,-2.828571429,-42.94285714,40.11428571,60.17142857,313.3,37.7,22.11428571,-160.8,7.731428571,-200.9142857,34.1,-100.6285714,43.68857143,-140.7428571,-385.4,-118.3,-97.8,-116.4,168.85,140.5
20180319,-180.5642857,-215.53,-119.3742857,-40.70142857,34.96571429,61.19,262.75,43.2,-29.85857143,-178.7642857,-61.56428571,-213.73,22.98428571,-117.5742857,-40.42714286,-38.90142857,-104.65,16.35,1.8,-13.35,-15.05,170.6
20180320,158.5057143,-16.32285714,193.4714286,106.0571429,174.8285714,34.96571429,107.25,198.7,9.917142857,189.9057143,-1.037142857,15.07714286,20.87142857,224.8714286,17.22,137.4571429,-55.05,187,31.4,31.95,-19.4,-74.4
20180321,-8.164285714,-78.09571429,149.1814286,122.9571429,69.93142857,157.3457143,90.35,215.6,8.74,-58.76428571,-11.28,-128.6957143,11.82,98.58142857,-9.74,72.35714286,-106.25,145.8,-50.6,-40.5,71.8,145.3
20180322,113.1,-53.61,144.8542857,65.46857143,166.71,31.75428571,122.15,155.7,-9.164285714,191.45,-37.77142857,24.74,9.907142857,223.2042857,-56.84285714,143.8185714,37.05,203.65,78.35,82.8,65.9,84.15
20180323,265.4771429,85.53428571,301.4657143,112.5257143,179.9428571,35.98857143,4.6,310.3,-2,237.1771429,-17.6,57.23428571,13.6,273.1657143,-35.8,84.22571429,22.1,246,-28.3,-58,-155,-103
20180326,90.69142857,17.4,145.66,118.1757143,73.29142857,54.96857143,18.8,301.85,-18.65714286,88.89142857,-29.11428571,15.6,101.6,143.86,38.85714286,116.3757143,7,144.65,-1.8,15.8,101.35,80.6
20180327,-48.48,-99.44571429,25.13714286,-20.16571429,50.96571429,73.61714286,165,33.2,-29.06285714,91.52,-41.21142857,40.55428571,-16.91428571,165.1371429,-4.765714286,119.8342857,55.35,147.25,140,116.65,0.8,62.8
20180328,120.8242857,33.89285714,178.7785714,91.84714286,86.93142857,57.95428571,2.35,251.2,-1.01,96.82428571,-10.16,9.892857143,6.31,154.7785714,-19.31,67.84714286,16.7,206.2,-24,-16,37.4,59.1
20180402,30.49285714,-5.942857143,103.3642857,74.21571429,36.43571429,72.87142857,34.25,220.8,-21.48571429,63.69285714,-31.05714286,27.25714286,-15.74285714,136.5642857,-2.342857143,107.4157143,38.85,226.9,33.2,12.9,0.15,49.55
20180403,55.21714286,30.02571429,164.38,197.9685714,25.19142857,109.1628571,22.8,271.1,15.67857143,89.96714286,0.907142857,64.77571429,21.05,199.13,7.621428571,232.7185714,24.1,271,34.75,32.3,0.25,-10.25
20180404,12.32142857,-14.93571429,112.2642857,221.2928571,27.25714286,99.94285714,14.45,303.55,21.6,2.171428571,-2.6,-25.08571429,41.4,102.1142857,15,211.1428571,1,242,-10.15,-8.2,50.05,50.7
20180405,22.18,-20.55142857,75.59428571,54.22857143,42.73142857,53.41428571,23.4,163.55,-17.66,14.28,-47.72714286,-28.45142857,0.842857143,67.69428571,-40.78857143,46.32857143,38.8,144.8,-7.9,-1.55,13.9,86.3
20180406,37.71714286,28.18571429,85.37428571,109.2028571,9.531428571,47.65714286,13.7,153.1,-8.091428571,51.01714286,-32.36571429,41.48571429,-2.022857143,98.67428571,-18.20571429,122.5028571,48.25,144.25,13.3,16,104.35,67.3
20180409,68.47,58.23285714,114.5371429,53.11428571,10.23714286,46.06714286,32.05,147.1,-28.15,23.72,-68.60714286,13.48285714,-7.921428571,69.78714286,-38.26428571,8.364285714,21.95,83.1,-44.75,-53.65,-15.2,98.25
20180410,119.0714286,65.92857143,177.5285714,103.1285714,53.14285714,58.45714286,3.3,182.7,-2.251428571,116.4714286,-19.45428571,63.32857143,14.95142857,174.9285714,11.12857143,100.5285714,19,138.1,-2.6,18,-29.05,7.85
20180411,122.7857143,34.92857143,181.3571429,105.2142857,87.85714286,58.57142857,19.5,185.5,-1.44,139.6857143,-12.34714286,51.82857143,5.104285714,198.2571429,24.73714286,122.1142857,28.55,157.2,16.9,31.5,-2,13.75
20180412,70.94428571,-14.21285714,82.29857143,31.20428571,85.15714286,11.35428571,45.6,153.1,7.508571429,94.99428571,2.43,9.837142857,13.60285714,106.3485714,6.492857143,55.25428571,-11,152.15,24.05,30.2,32.7,21
20180413,12.33,2.87,78.55,83.28,9.46,66.22,17.4,148.15,8.367142857,-12.57,-1.047142857,-22.03,15.89857143,53.65,-2.93,58.38,0.45,100.1,-24.9,-15.85,3.05,28.45
20180416,28.91428571,19.42857143,62.11428571,62.11428571,9.485714286,33.2,1,165,-38.78428571,-2.035714286,-53.14428571,-11.52142857,-28.52714286,31.16428571,-26.47571429,31.16428571,26.1,120.3,-30.95,-16.35,38.8,55.95
20180417,17.5,3.557142857,45.38571429,-10.38571429,13.94285714,27.88571429,40.4,81.6,-4.048571429,25.8,-15.51714286,11.85714286,5.508571429,53.68571429,-9.782857143,-2.085714286,11.9,67,8.3,-0.5,-30.15,-22.4
20180418,52.84,26.6,75.8,39.72,26.24,22.96,14,100.8,-5.8,16.84,-17.4,-9.4,8.12,39.8,24.36,3.72,-22,11.6,-36,-22.25,54.15,33.8
20180419,-23.26285714,-49.98,3.454285714,-11.38857143,26.71714286,26.71714286,66.4,37.5,-11.28142857,-19.81285714,-13.15857143,-46.53,1.858571428,6.904285714,-28.17571429,-7.938571429,-13.15,25.05,3.45,-3.95,56.25,151.95
20180420,32.87428571,0.22,47.71714286,56.62285714,32.65428571,14.84285714,16.2,87.7,-47.54285714,84.47428571,-56.45714286,51.82,-41.6,99.31714286,-29.71428571,108.2228571,109,108.9,51.6,48.95,56.05,113.15
20180423,138.2514286,101.8742857,150.3771429,47.30857143,36.37714286,12.12571429,20,192.2,-14.79428571,175.1014286,-18.24857143,138.7242857,-6.158571429,187.2271429,-0.977142857,84.15857143,43.95,195.7,36.85,3.5,-35.45,-17.3
20180424,193.5771429,61.84285714,244.8071429,25.25,131.7342857,51.23,4.4,251.75,13.37714286,191.5271429,1.955714286,59.79285714,24.79857143,242.7571429,52.21,23.2,-2,174.2,-2.05,-4.55,-20.55,-81.7
20180425,-29.38714286,-44.02428571,153.5771429,65.75428571,14.63714286,182.9642857,44.4,211.75,24.31,-61.58714286,-2.73,-76.22428571,30.55,121.3771429,18.07,33.55428571,-49.95,133.4,-32.2,-23.2,-15,-51.3
20180426,-68.96571429,-82.21142857,-2.737142857,89.98285714,13.24571429,66.22857143,88.15,143.65,22.34428571,-87.51571429,7.352857143,-100.7614286,27.79571429,-21.28714286,15.53,71.43285714,-100.25,83.85,-18.55,-24.75,62.1,60.8
20180427,-114.9371429,-123.3914286,-38.84857143,-34.62142857,8.454285714,76.08857143,127.9,20.05,-30.04571429,-90.58714286,-44.56,-99.04142857,1.885714286,-14.49857143,-11.5,-10.27142857,-41.25,5.1,24.35,19.9,-19.6,51.1
20180430,-32.93714286,-41.39142857,55.83285714,43.15142857,8.454285714,88.77,45.9,102.05,12.36428571,-18.03714286,-5.005714286,-26.49142857,29.73428571,70.73285714,24.77142857,58.05142857,-21.1,40,14.9,13.05,58.95,17.05
20180502,18.6,-43.95,47.79,35.28,62.55,29.19,50.45,95.5,-24.25285714,8.15,-47.88714286,-54.4,-2.767142857,37.34,-28.55,24.83,1.9,72.65,-10.45,-20.45,-47.35,0.1
20180503,56.98714286,18.96857143,95.00571429,78.10857143,38.01857143,38.01857143,13.85,134,34.38571429,67.98714286,16.20285714,29.96857143,52.56857143,106.0057143,50.29571429,89.10857143,6.7,75,11,-1.5,63.2,30.75
20180504,-22.69857143,-58.02428571,30.29,21.45857143,35.32571429,52.98857143,69.4,85.15,-15.30285714,8.151428571,-23.05571429,-27.17428571,-4.965714286,61.14,-25.975,52.30857143,32.65,96.75,30.85,27.4,-3.05,51.8
20180507,66.64714286,35.43,87.45857143,113.4728571,31.21714286,20.81142857,11.45,170.65,-24.77142857,67.89714286,-32.47428571,36.68,7.965714285,88.70857143,-9.365714286,114.7228571,21.5,136.2,1.25,-4.9,1.4,-0.85
20180508,59.2,25.46,88.12,49.56,33.74,28.92,40.9,127.8,-115.6142857,54,-124.8085714,20.26,-42.06,82.92,-32.86571429,44.36,99.2,107,-5.2,6.95,-6.3,-38.65
20180509,41.7,-5.35,88.75,-45.67857143,47.05,47.05,131.75,103.5,6.95,-0.5,-11.55,-47.55,33.37857143,46.55,14.87857143,-87.87857143,-133.9,8.85,-42.2,-45.9,-71,-80.95
20180510,-9.338571429,-55.91857143,30.58714286,-89.19,46.58,39.92571429,183.95,48.95,43.25,1.161428571,37.17,-45.41857143,52.37,41.08714286,15.89,-78.69,-160.95,-34.45,10.5,0.05,-85.3,-166.45
20180511,-77.38571429,-130.8557143,-39.19285714,-138.4942857,53.47,38.19285714,254.9,12.45,22.42857143,-93.43571429,-2.085714286,-146.9057143,53.07142857,-55.24285714,43.87857143,-154.5442857,-254.6,-94.5,-16.05,0.3,-90,-136.95
20180514,-123.4371429,-288.8542857,-113.0985714,-82.08285714,165.4171429,10.33857143,339.9,21.95,56.26285714,-130.3371429,19.45714286,-295.7542857,65.46428571,-119.9985714,43.99428571,-88.98285714,-317.9,-63.4,-6.9,22,-106.3,-182.4
20180515,-200.6,-407.15,-115.55,-176.3,206.55,85.05,407.9,17.35,26.61,-214.15,1.37,-420.7,37.42714286,-129.1,48.24428571,-189.85,-408.15,-109.1,-13.55,-15,72.95,-3.5
20180516,-313.36,-393.45,-153.18,-290.4771429,80.09,160.18,395.3,5.15,-6.77,-283.21,-26.51,-363.3,9.68,-123.03,-33.09,-260.3271429,-290.3,-5,30.15,31.3,80.75,159.65
20180517,-212.7985714,-256.0442857,14.24142857,-7.381428571,43.24571429,227.04,264,114.4,-44.64857143,-202.2485714,-68.48857143,-245.4942857,-24.21428571,24.79142857,-54.86571429,3.168571429,-149.5,109.7,10.55,4.8,47,142.5
20180518,32.07142857,-49.28571429,113.4285714,80.88571429,81.35714286,81.35714286,84.8,199.95,-24.42428571,67.52142857,-40.41285714,-13.83571429,-14.43142857,148.8785714,-28.42142857,116.3357143,5.65,220.45,35.45,20.5,-46.55,-25.55
20180521,97.14285714,47.36,221.6,146.9257143,49.78285714,124.4571429,22.95,267.45,-24.79714286,74.14285714,-49.47142857,24.36,15.29857143,198.6,6.045714286,123.9257143,5.05,187.5,-23,-11.05,42.55,-40.55
20180523,-51.56571429,-85.33142857,117.2628571,75.05571429,33.76571429,168.8285714,85.6,209.85,-27.84571429,-113.9657143,-43.36,-147.7314286,0.08,54.86285714,-49.56571429,12.65571429,-55.5,131.35,-62.4,-48.5,75.75,181
20180524,-57.51571429,-91.28142857,43.78142857,69.10571429,33.76571429,101.2971429,91.55,203.9,-3.858571429,-14.41571429,-19.07,-48.18142857,11.35285714,86.88142857,-30.47857143,112.2057143,46.75,209.1,43.1,48.8,-53.7,15.75
20180525,75.21428571,42,141.6428571,95.14285714,33.21428571,66.42857143,13.75,218.75,14.09857143,49.36428571,-15.52142857,16.15,18.33,115.7928571,1.404285714,69.29285714,-6.75,151.7,-25.85,-12,-125.8,-104.75
20180528,2.29,-45.90428571,44.46,74.58142857,48.19428571,42.17,79.45,131.4,53.41,52.19,41.02,3.995714286,102.97,94.36,78.19,124.4814286,-18.55,47.75,49.9,60.9,11.45,-111.05
20180529,-62.61,-98.75571429,3.657142857,-38.51285714,36.14571429,66.26714286,144.35,66.5,-10.45,-87.06,-23.82142857,-123.2057143,7.378571429,-20.79285714,14.06428571,-62.96285714,-120.75,12.1,-24.45,-7.7,85.25,108.05
20180530,-58.86,-64.88428571,43.55285714,-10.66571429,6.024285714,102.4128571,140.6,70.25,-60.15,-73.16,-67.35,-79.18428571,-34.95,29.25285714,-70.95,-24.96571429,-49.75,35.1,-14.3,-5.4,35.8,165.2
20180531,37,-25.46428571,82.42857143,71.07142857,62.46428571,45.42857143,60.75,138,-53.68142857,81.25,-66.36714286,18.78571429,-33.38428571,126.6785714,-43.53285714,115.3214286,63.3,173.25,44.25,35.25,13.55,3.75
20180601,166.7428571,46.94857143,189.2042857,136.7942857,119.7942857,22.46142857,53,209.05,0.797142857,123.7928571,-10.92857143,3.998571429,14.47714286,146.2542857,-12.88285714,93.84428571,-54.65,139,-42.95,-36.6,17.95,68.1
20180604,143.6928571,16.41142857,166.1542857,53.84714286,127.2814286,22.46142857,76.05,186,-52.5,179.6928571,-56.71428571,52.41142857,-29.32142857,202.1542857,-14.57142857,89.84714286,20.95,209.25,36,30.25,51.1,84.85
20180605,-8.228571429,-48.65714286,137.3142857,113.0571429,40.42857143,145.5428571,48.8,234.2,-28.87857143,8.521428571,-43.85,-31.90714286,-21.39285714,154.0642857,-19.52142857,129.8071429,24.5,242,16.75,21.55,-10.15,46.95
20180606,23.46428571,15.33571429,137.2642857,186.0357143,8.128571429,113.8,0.65,283.85,-2.2,17.61428571,-7,9.485714286,6.2,131.4142857,-9.4,180.1857143,14,256.5,-5.85,1.2,-10.4,-39.45
20180607,-6.242857143,-11.45714286,77.18571429,87.61428571,5.214285714,83.42857143,23.6,158.9,31.91,-33.44285714,8.305714286,-38.65714286,40.98857143,49.98571429,22.83142857,60.41428571,-39.45,79.5,-27.2,-25.95,19.85,-3.9
20180608,-16.52142857,-47.80714286,19.97857143,51.26428571,31.28571429,36.5,59.95,122.55,-34.57428571,-40.07142857,-40.42857143,-71.35714286,6.405714286,-3.571428571,-11.15714286,27.71428571,-35.55,44.5,-23.55,-14.6,-20.35,-0.4
20180611,-8.285714286,-28,31.14285714,-0.4,19.71428571,39.42857143,54.7,83.3,-7.504285714,-29.63571429,-10.61571429,-49.35,3.904285715,9.792857143,8.052857143,-21.75,-56.2,45.5,-21.35,-8.85,-37.85,-75.3
20180612,-17.77142857,-57.2,1.942857143,-29.6,39.42857143,19.71428571,83.9,54.1,30.03857143,-56.47142857,12.61142857,-95.9,37.96,-36.75714286,14.19571429,-68.3,-113.5,-30.95,-38.7,-29.6,62.8,37.1
20180613,-85.82285714,-134.0942857,-52.03285714,-47.20571429,48.27142857,33.79,151.35,17.6,-28.88857143,-65.47285714,-51.42285714,-113.7442857,-16.59714286,-31.68285714,-14.54857143,-26.85571429,-76.6,20.65,20.35,3.05,-65.8,-8.5
20180614,-5.965714286,-40.26857143,24.52571429,35.96,34.30285714,30.49142857,49.95,83.45,27.31714286,8.034285714,19.66285714,-26.26857143,42.62571429,38.52571429,50.28,49.96,-31.95,12.15,14,11.8,106.95,35
20180615,-37.09714286,-79.02285714,-10.41714286,-18.04,41.92571429,26.68,103.95,29.45,-41.11285714,-44.04714286,-45.02428571,-85.97285714,-1.998571429,-17.36714286,-21.55571429,-24.99,11.05,7.55,-6.95,-3.95,-25,32.9
20180618,65.15714286,28.01285714,94.04714286,85.79285714,37.14428571,28.89,12,132.45,11.82142857,32.90714286,1.342857143,-4.237142857,32.77857143,61.79714286,18.10857143,53.54285714,-29.1,42,-32.25,-52.05,23.95,-46.85
20180619,-11.89285714,-40.78285714,21.12428571,8.742857143,28.89,33.01714286,89.05,55.4,-48.97142857,-42.09285714,-51.26428571,-70.98285714,-28.33571429,-9.075714286,-39.8,-21.45714286,-42.35,21.85,-30.2,-26,-140.85,-58.75
20180620,-14.17428571,-37.64285714,5.382857143,-18.08571429,23.46857143,19.55714286,91.1,45.8,34.38857143,-21.72428571,-11.42571429,-45.19285714,66.45857143,-2.167142857,2.318571429,-25.63571429,-37.15,-60.6,-7.55,53.95,-70,-160.35
